sentence_id;sentence;label;label_class
2226;Lamprocabera is a genus of moth in the family Geometridae.;9;Animal
2227;Steve Turner (born March 28 1965) is an American guitarist most famous for his work with Seattle band Mudhoney.;2;Artist
2228;Prototype also known as Prototype X29A is a 1992 post-apocalyptic science fiction film.;12;Film
2229;Schistura nagodiensis is a species of ray-finned fish in the genus Schistura.;9;Animal
2230;The Santa Catarina River (Brazil) is a river of Minas Gerais state in southeastern Brazil.;7;NaturalPlace
2231;Uspenovka is a village in the Aktobe Province of western Kazakhstan.;8;Village
2232;La pretora internationally released as My Sister In Law is a 1976 Italian commedia sexy all'italiana directed by Lucio Fulci.;12;Film
2233;Matthew Bourne (born 6 October 1977) is a British Jazz musician.;2;Artist
2234;The Arnold River is a river in the north of the Northern Territory of Australia.;7;NaturalPlace
2235;Joyango is a village and municipality in Catamarca Province in northwestern Argentina.;8;Village
2236;The Jeremy River (Saint Lucia) is a river of Saint Lucia.;7;NaturalPlace
2237;The Acielle was a 70-foot (21 m) wooden ketch that was wrecked 15 miles (24 km) south of Smoky Cape New South Wales on 11 September 1929.;5;MeanOfTransportation
2238;District Jail Multan is an old district jail in Multan Pakistan.;6;Building
2239;Bulbophyllum galactanthum is a species of orchid in the genus Bulbophyllum.;10;Plant
2240;Aquilino Nene Quilinging Pimentel Jr. (born December 11 1933) is a Filipino politician who served as the President of the Senate of the Philippines from 2000-2001.;4;OfficeHolder
2241;Upper Marsh Lake is a lake of Halifax Regional Municipality Nova Scotia Canada.;7;NaturalPlace
2242;Minotetrastichus is a genus of hymenopteran insects of the family Eulophidae.;9;Animal
2243;'Banta' is a hybrid cultivar of the genus Neoregelia in the Bromeliad family.;10;Plant
2244;Hylopanchax is a genus of poeciliids native to the Congo River Basin and Ivindo River in Middle Africa.;9;Animal
2245;The Aeronca C-2 is an American ultralight monoplane designed by Jean A. Roche and built by Aeronca Aircraft.;5;MeanOfTransportation
2246;Dlugnya is a village in the municipality of Dryanovo in Gabrovo Province in northern central Bulgaria.;8;Village
2247;Forest of the Damned (known in the United States as Johannes Roberts' Demonic) is a 2005 horror feature film directed by Johannes Roberts.;12;Film
2248;St Patrick's Church Nuthall is a Grade II* listed parish church in the Church of England in Nuthall.;6;Building
2249;Pinne e arpioni is a 1952 Italian film.;12;Film
2250;Deep in the Valley (Also Known As American Hot Babes in the UK) is a 2009 romantic comedy written and directed by Christian Forte son of 1950s and 1960s teen icon Fabian.;12;Film
2251;Akkarakazhchakal: The Movie is a 2011 American Malayalam film based upon the popular TV series Akkara Kazhchakal.;12;Film
2252;Time Warner Interactive Entertainment was a games developer and publisher responsible for games such as Primal Rage and Ms. Pac-Man.[citation needed];0;Company
2253;Tom Mandrake (born May 26 1956) is an American comic book artist perhaps best known for his collaborations with writer John Ostrander on several series including Grimjack (from First Comics) and Firestorm The Spectre and Martian Manhunter from DC Comics.;2;Artist
2254;Copernicus is a lunar impact crater named after the astronomer Nicolaus Copernicus located in eastern Oceanus Procellarum .It typifies craters that formed during the Copernican period in that it has a prominent ray system.;7;NaturalPlace
2255;Carlottaemyia moerens is a species of ulidiid or picture-winged fly in the genus Carlottaemyia of the family Ulidiidae.;9;Animal
2256;Drombus is a genus of gobies native to fresh brackish and marine waters of the Indian Ocean and the western Pacific Ocean.;9;Animal
2257;Rancho Santa Fe Elem Sch Dist is a public school district based in San Diego County California United States.;1;EducationalInstitution
2258;Best Hits is a greatest hits compilation from 2 Unlimited a Eurodance project founded in 1991 by Belgian producers Jean-Paul DeCoster and Phil Wilde and fronted by Dutch rapper Ray Slijngaard and Dutch vocalist Anita Doth.;11;Album
2259;Craig Dean Levie (born August 17 1959 in Calgary Alberta) is a retired Canadian professional ice hockey defenceman who played 183 games in the National Hockey League for the St. Louis Blues Minnesota North Stars Winnipeg Jets and Vancouver Canucks.;3;Athlete
2260;Rudolph Frederick Juedeman known as Rudy Juedeman (May 11 1908 - January 20 2004) was a farmer businessman and Republican politician in the U.S. states of Montana and Texas.;4;OfficeHolder
2261;Thysanoglossa is a genus of flowering plants from the orchid family Orchidaceae.;10;Plant
2262;Dreams of Fireflies is an EP by the Trans-Siberian Orchestra released in 2012 on Lava Records.;11;Album
2263;Polynesian (March 8 1942 - 1959) was an American Thoroughbred racehorse and sire.;9;Animal
2264;For the U.S. Representative from Vermont see Augustus Young (representative).Augustus Young (born 1943 in Cork Ireland) is an Irish poet.;2;Artist
2265;Francesco Rapisarda (born 4 June 1992) is an Italian footballer who plays for Italian fourth division club Lamezia.;3;Athlete
2266;USS Mimosa (AN-26/YN-21) was an Aloe-class net laying ship which was assigned to serve the U.S. Navy during World War II with her protective anti-submarine nets.;5;MeanOfTransportation
2267;Graham McPherson (born 13 January 1961) better known as Suggs is an English singer actor former radio DJ television and radio personality who is best known as the frontman of the band Madness.;2;Artist
2268;Hyposarotis is a genus of moths belonging to the Tortricidae family.;9;Animal
2269;Planaltinella is a genus of moths belonging to the Tortricidae family.;9;Animal
2270;Sapper's Bog Scorpion Cave is a cave in the British Overseas Territory of Gibraltar.;7;NaturalPlace
2271;Kim Yeong-hyeon is a modern Korean poet novelist and publisher.;2;Artist
2272;Bulbophyllum alkmaarense is a species of orchid in the genus Bulbophyllum.;10;Plant
2273;Deserters is an album by British folk music group Oysterband released in 1992.;11;Album
2274;Chamyna is a genus of moths of the Noctuidae family.;9;Animal
2275;David S. Tatel (born March 16 1942) is an American jurist who has been a judge on the United States Court of Appeals for the District of Columbia Circuit since 1994.;4;OfficeHolder
2276;Arthrochlora is a genus of moths of the Noctuidae family.;9;Animal
2277;Andria L. Bennett is an American politician and a Democratic member of the Delaware House of Representatives since January 8 2013 representing District 32.;4;OfficeHolder
2278;L'incantevole nemica is a 1953 Italian comedy film directed by Claudio Gora.;12;Film
2279;Re-Kill is 2012 American horror film starring Scott Adkins Bruce Payne and Daniella Alonso it was directed by Valeri Milev and written by Michael Hurst.;12;Film
2280;Round Top Station was the southernmost station of the Gettysburg and Harrisburg Railroad and was located west of a blacksmith shop along the Taneytown Road that was in operation in 1880.;6;Building
2281;Jonathan David Atkinson (born 1 January 1976 in Cleveland North Yorkshire England) was an English footballer who played as a midfielder for Darlington in The Football League.;3;Athlete
2282;Muri is a village in Luunja Parish Tartu County in eastern Estonia.;8;Village
2283;Missin You Already is the second album by British boy band Code Red released in 1999 via Polydor Records.;11;Album
2284;The Extremes is a BSFA Award winning 1998 science fiction novel by Christopher Priest.;13;WrittenWork
2285;Solo is an album by guitarist Jimmy Raney which was recorded in 1976 and released on the Xanadu label.;11;Album
2286;Oliva goajira is a species of sea snail a marine gastropod mollusk in the family Olividae the olives.;9;Animal
2287;Rajathi Rojakili is a 1985 Tamil-language Indian feature film directed by S. Devarajan starring Suresh in lead role.;12;Film
2288;Sphenolepis is a genus of hymenopteran insects of the family Eulophidae.;9;Animal
2289;Monster Night is a 2006 film directed by Leslie Allen and Lorenzo Doumani.;12;Film
2290;Egypt Independent is an Egyptian newspaper that publishes a website and formerly published a weekly 24-page English-language newspaper that had evolved from the English edition of Al-Masry Al-Youm.;13;WrittenWork
2291;Rasun Jahmal Dinoto better known by his stage name Rasun is an American Reggae singer from the Bay Area California.;2;Artist
2292;The L class were a class of electric locomotives built by English Electric for the Victorian Railways in 1953/54.;5;MeanOfTransportation
2293;Seath Andrew Holswich (born 6 June 1977) is an Australian Liberal National politician who is the member of the Legislative Assembly of Queensland for Pine Rivers having won the seat at the 2012 state election.;4;OfficeHolder
2294;Gerald Alexander Tinker (born January 19 1951) is a former track athlete and American football player winner of gold medal in the 4 x 100 metres relay at the 1972 Summer Olympics.;3;Athlete
2295;Bhagwati Devi (November 6 1936) is a political and social worker and a Member of Parliament elected from the Gaya district constituency in the Indian state of Bihar being a Janta Dal United candidate.;4;OfficeHolder
2296;King Cobb Steelie is the self-titled debut album by King Cobb Steelie released in 1993 on Raw Energy Records.;11;Album
2297;The Forest Park Boulevard Historic District is a historic district in Fort Wayne Indiana.;6;Building
2298;Bulbophyllum latibrachiatum is a species of orchid in the genus Bulbophyllum.;10;Plant
2299;Ankova is a genus of moths in the family Lymantriidae.;9;Animal
2300;Bulbophyllum phymatum is a species of orchid in the genus Bulbophyllum.;10;Plant
2301;Phalaenopsis speciosa is a species of orchid endemic to the Andaman and the Nicobar Islands.;10;Plant
2302;Bayview College is an Independent Co-educational (Primary) (Secondary) Day located in Portland Victoria Australia.;1;EducationalInstitution
2303;Mary Anderson (born January 20 1939) is an American author of mystery novels for children and young adults the majority published by Atheneum Books New York.;2;Artist
2304;North Central Missouri College (formerly Trenton Junior College) is a junior college founded in 1925 in Trenton Missouri.;1;EducationalInstitution
2305;Bulbophyllum elodeiflorum is a species of orchid in the genus Bulbophyllum.;10;Plant
2306;Wausau Homes is a construction and building materials company in the United States.;0;Company
2307;The Siberian Elm Ulmus pumila cultivar 'Mr. Buzz' is a selection made by the Westerveldt Tree Co. of Selma Alabama.;10;Plant
2308;Orahovica (Lukavac) is a village in the municipality of Lukavac Bosnia and Herzegovina.;8;Village
2309;Ortalotrypeta trypetoides is a species of tephritid or fruit flies in the genus Ortalotrypeta of the family Tephritidae.;9;Animal
2310;Lebanon Valley College (also referred to as LVC Lebanon Valley and The Valley) is a small liberal arts higher education institution situated in the heart of Annville in Lebanon County 19.5 mi (31.4 km) east of Harrisburg Pennsylvania.;1;EducationalInstitution
2311;Macoun is a village in the Canadian province of Saskatchewan.;8;Village
2312;The Branquinho River is a river of Roraima state in northern Brazil.;7;NaturalPlace
2313;James H. Merrill is a Republican member of the South Carolina House of Representatives representing the 99th District since 2000 and currently serving as the Majority Leader.;4;OfficeHolder
2314;Camden College was an independent Congregational Union of Australia day and boarding school for boys from 1864 until 1877 and theological college for the training of Christian ministers from 1864 until 1974.;1;EducationalInstitution
2315;Ignatovtsi is a village in the municipality of Dryanovo in Gabrovo Province in northern central Bulgaria.;8;Village
2316;Hollywood Hot Tubs is a 1984 comedy film starring Paul Gunning Donna McDaniel Michael Andrew and Jewel Shepard and directed by Chuck Vincent.;12;Film
2317;O.K. Nerone is a 1951 Italian comedy film directed by Mario Soldati.;12;Film
2318;Woman Without a Face (Swedish: Kvinna utan ansikte) is a 1947 Swedish drama film directed by Gustaf Molander and written by Ingmar Bergman.;12;Film
2319;The Szekely Model V Flying Dutchman is a single seat sport aircraft that was built by the aircraft engine manufacturer Szekely in Holland Michigan in 1928-29.;5;MeanOfTransportation
2320;Her Big Story is a 1913 American silent short drama film directed by Allan Dwan starring J. Warren Kerrigan Charlotte Burton George Periolat and Jack Richardson.;12;Film
2321;Pyrgulina monicae is a species of sea snail a marine gastropod mollusk in the family Pyramidellidae the pyrams and their allies.;9;Animal
2322;Derek Ridgers (born 20 October 1952) is an English photographer with a career spanning over thirty years.;2;Artist
2323;The Joseph R. Bowles House is a house located in southwest Portland Oregon listed on the National Register of Historic Places.;6;Building
2324;Abarema alexandri is a species of legume of the genus Abarema in the Fabaceae family.;10;Plant
2325;Summer Lightning is a novel by P. G. Wodehouse first published in the United States on 1 July 1929 by Doubleday Doran New York under the title Fish Preferred and in the United Kingdom on 19 July 1929 by Herbert Jenkins London.;13;WrittenWork
2326;Our Synthetic Environment is a 1962 book by Murray Bookchin published under the pseudonym Lewis Herber.;13;WrittenWork
2327;Singing Drums is an album by percussionist Pierre Favre recorded in 1984 and released on the ECM label.;11;Album
2328;Government Nizamia Tibbi College is a unani medicine college located in Hyderabad Andhra Pradesh India.;1;EducationalInstitution
2329;Nedumbalam is a village in Thiruvarur district of Tamil Nadu India.;8;Village
2330;Bulbophyllum pauciflorum is a species of orchid in the genus Bulbophyllum.;10;Plant
2331;Melanodera is a genus of Patagonian seed-eating tanagers.;9;Animal
2332;Federico Horacio Laens Martino (born January 14 1988 in Montevideo) is a Uruguayan footballer who plays as a striker for El Tanque Sisley.;3;Athlete
2333;Evalea propria is a species of sea snail a marine gastropod mollusk in the family Pyramidellidae the pyrams and their allies.;9;Animal
2334;De leugen van Pierrot is a 1922 Dutch silent film directed by Maurits Binger.;12;Film
2335;Morrisonia is a moth genus in the family Noctuidae.;9;Animal
2336;The Skywalk is Gone (Mandarin name: Tianqiao bu jian le) is a 2002 Taiwanese short film directed by Tsai Ming-liang and starring Chen Shiang-chyi and Lee Kang-sheng.;12;Film
2337;The Stena Feronia is a passenger / vehicle ferry owned and operated by Stena Line.;5;MeanOfTransportation
2338;Toy Lake is a lake on Vancouver Island north of Great Central Lake and east of Oshinow Lake.;7;NaturalPlace
2339;A Frenzy of Music and Action! is the 1992 release by Swamp Zombies on Doctor Dream Records.;11;Album
2340;Monroe Swan (June 2 1937) is a Wisconsin politician who served several terms in the Wisconsin State Senate until being convicted of election fraud and removed from office.;4;OfficeHolder
2341;Shred is a snowboarding comedy film starring Tom Green that was filmed along with its sequel Shred 2 at Big White Ski Resort and Silver Star Mountain Resort two ski resorts in British Columbia Canada.;12;Film
2342;Scabricola alabaster is a species of sea snail a marine gastropod mollusk in the family Mitridae the miters or miter snails.;9;Animal
2343;Men Without Bones is a 1954 short story by Gerald Kersh.;13;WrittenWork
2344;Periaulax is an extinct genus of gastropods in the Trochidae family.;9;Animal
2345;The Whispered Secret previously published as Leven Thumps and the Whispered Secret is a fantasy novel by Obert Skye that traces the journeys of Leven a seemingly ordinary boy from Burnt Culvert Oklahoma and Winter Frore a neglected girl as they seek to bring Geth back to his former state.;13;WrittenWork
2346;Bulbophyllum riparium is a species of orchid in the genus Bulbophyllum.;10;Plant
2347;Cries from the Heart (aka Touch of Truth) is a 1994 American television film directed by Michael Switzer and starring Patty Duke and Melissa Gilbert who had co-starred together in three prior films.;12;Film
2348;Acritochaete is a genus of grass in the Poaceae family.;10;Plant
2349;Annihilation of Expectation was a split recorded by melodic death metal band The Knife Trade (who contributed the first five tracks) and deathcore act Through the Eyes of the Dead (who contributed the final five tracks).;11;Album
2350;Werfener Bach is a river of North Rhine-Westphalia Germany.;7;NaturalPlace
2351;Royella sinon is a species of sea snail a marine gastropod mollusk in the family Cerithiidae.;9;Animal
2352;The Bandit of Tropico is a 1912 American silent short adventure film starring Harry von Meter as The Bandit and Vivian Rich his daughter.;12;Film
2353;Tubby the Tuba is a 1975 animated feature film based on the 1945 children's story for concert orchestra and narrator of the same name by Paul Tripp and George Kleinsinger.;12;Film
2354;Joannesia is a genus of only 2 species from the family Euphorbiaceae.;10;Plant
2355;Big Jake is a 1971 Western film directed by George Sherman written by Harry Julian Fink and Rita M.;12;Film
2356;Macabre (Italian: Macabro) is a 1980 Italian horror film directed by Lamberto Bava.;12;Film
2357;For the sole album by the band Attila see Attila (rock band).Attila is an album by Italian singer Mina issued in 1979.Released as a double album in the winter of 1979 Attila was an immediate success and is one of the top 3 best selling albums of the singer's career.;11;Album
2358;Dammpader is a river of North Rhine-Westphalia Germany.;7;NaturalPlace
2359;Uneiuxi River is a river of Amazonas state in north-western Brazil.;7;NaturalPlace
2360;Malveae is a tribe of flowering plants in the mallow family Malvaceae subfamily Malvoideae.;10;Plant
2361;HMS Venetia (D53) was a V-class destroyer of the British Royal Navy that saw service in World War I and World War II.;5;MeanOfTransportation
2362;John White is a former member of the Ohio House of Representatives who represented the 38th District from 2001 to 2008.;4;OfficeHolder
2363;By Nightfall is the sixth novel by Pulitzer Prize winning American author Michael Cunningham.;13;WrittenWork
2364;The Ruby Range is a subrange of the Valhalla Ranges of the Selkirk Mountains of the Columbia Mountains in southeastern British Columbia Canada located west of the northern end of Slocan Lake.;7;NaturalPlace
2365;On the Road 1972 is a live album by Camel released in 1992.;11;Album
2366;Acruspex spinipennis is a species of beetle in the family Cerambycidae the only species in the genus Acruspex.;9;Animal
2367;The LSWR P14 class was a class of 4-6-0 locomotive designed by Dugald Drummond for the London and South Western Railway.;5;MeanOfTransportation
2368;Wardynka is a river of Poland a tributary of the Stobnica.;7;NaturalPlace
2369;Desperate is a 1947 suspense film noir directed by Anthony Mann and featuring Steve Brodie Audrey Long Raymond Burr Douglas Fowley William Challee and Jason Robards.;12;Film
2370;Allyn River a perennial stream of the Hunter River catchment is located in the Hunter region of New South Wales Australia.;7;NaturalPlace
2371;Maponics is a privately held company headquartered in White River Junction Vermont United States that produces geographic boundary data that is used in mapping applications and other services that utilize location-based data.;0;Company
2372;Big Switch Networks is a networking company that provides several products based on software-defined networking and bare metal ethernet switches.;0;Company
2373;Allerton Mauleverer Priory was a medieval monastic house in North Yorkshire England.;6;Building
2374;Iphinopsis is a genus of sea snails marine gastropod mollusks in the family Cancellariidae the nutmeg snails.;9;Animal
2375;Buddleja 'Blue Chip Jr' (Lo & Behold series) is a dwarf hybrid cultivar derived from a crossing of 'Blue Chip' and clone NC2006-18 by the North Carolina Agriculture Research Service NCSU and released to commerce in 2013.;10;Plant
2376;Bulbophyllum viguieri is a species of orchid in the genus Bulbophyllum.;10;Plant
2377;Packt pronounced Packed is a print on demand publishing company based in Birmingham UK.;0;Company
2378;The Church of Saint Anthony (Croatian: Crkva svetog Ante) is a Roman Catholic church in Knin Croatia.;6;Building
2379;Prometopus is a genus of moths of the Noctuidae family.;9;Animal
2380;Will R. Coursey (born October 22 1978) is an American politician and a Democratic member of the Kentucky House of Representatives representing District 6 since January 2009.;4;OfficeHolder
2381;Siim-Valmar Kiisler (born 6 November 1965 in Tallinn) is an Estonian politician a member of the Union of Pro Patria and Res Publica (IRL).;4;OfficeHolder
2382;Roberto Streit (born 17 November 1983 in Rio de Janeiro) is a Brazilian racing driver.;3;Athlete
2383;Stafford Friary was a medieval monastic house in Staffordshire England.;6;Building
2384;Tim Feehan (born April 27 1957 in Edmonton Alberta) is a Canadian singer-songwriter producer LA area studio owner and mix master.;2;Artist
2385;Sir Jinx born Anthony Wheat is an American hip-hop record producer and rapper from South Central Los Angeles California.;2;Artist
2386;Good As Gold is an album by the progressive bluegrass band Country Gentlemen released in 1983.;11;Album
2387;Sumlinia halophila is a species of beetle in the family Carabidae the only species in the genus Sumlinia.;9;Animal
2388;Last of the Warrens is a 1936 American film directed by Robert N. Bradbury.;12;Film
2389;The Brantly B-1 was a 2-seat coaxial-rotor helicopter designed by Newby O. Brantly and constructed by the Pennsylvania Elastic Company Brantly's employer.;5;MeanOfTransportation
2390;The Shopping Bag Lady is a 1975 American short film directed by Bert Salzman starring Mildred Dunnock.;12;Film
2391;Algie the Miner is a 1912 film featuring Billy Quirk.;12;Film
2392;In taxonomy the Oltmansiellopsidales are an order of green algae specifically the Ulvophyceae.;10;Plant
2393;The RagWing RW4 Midwing Sport is a single seat strut-braced mid wing single engine ultralight aircraft designed by Roger Mann and sold as plans by RagWing Aircraft Designs for amateur construction.;5;MeanOfTransportation
2394;The Red-backed Toadlet (Pseudophryne coriacea) is a species of ground frog native to the coast and adjacent ranges of eastern Australia from just north of Sydney to South-eastern Queensland.;9;Animal
2395;Cacostatia is a genus of moths in the family Arctiidae.;9;Animal
2396;Benco Dental is an American dental product and equipment distributor based in Pittston Pennsylvania.;0;Company
2397;Kyle Wanvig (born January 29 1981) is a Canadian former professional ice hockey Right winger who played in the National Hockey League with the Minnesota Wild and the Tampa Bay Lightning.;3;Athlete
2398;The largescale stoneroller (Campostoma oligolepis) is a fish in the Cyprinidae family native to the Eastern United States.;9;Animal
2399;Sphingnotus mirabilis is a species of beetle belonging to the family Cerambycidae.;9;Animal
2400;Vincent Locke is an American comic book artist known for his work on Deadworld and A History of Violence and for his ultraviolent album covers for death metal band Cannibal Corpse.;2;Artist
2401;Gorazd Hiti (born August 12 1948 in Jesenice Yugoslavia) is a retired Slovenian professional ice hockey player.;3;Athlete
2402;The Honorable Ruth Ann Palumbo is a senior Representative in the Kentucky House of Representatives who has represented District 76 which covers downtown Lexington Kentucky and eastern Fayette County since 1991.Palumbo is a member of the Kentucky Democratic Party.;4;OfficeHolder
2403;Luca Ansoldi (born January 5 1982 in Merano Italy) is an Italian professional ice hockey player who participated at the 2010 IIHF World Championship as a member of the Italian National men's ice hockey team.;3;Athlete
2404;The Quartermaster Center and School (QMCS) is a subordinate command of the United States Army's Combined Arms Support Command and is located at Fort Lee Virginia.;1;EducationalInstitution
2405;Stereochlaena is a genus of grass in the Poaceae family.;10;Plant
2406;Dipterina is a genus of moths belonging to the subfamily Tortricinae of the family Tortricidae.;9;Animal
2407;Azorella diapensioides is a species of Azorella flowering plant found in Peru and Bolivia.;10;Plant
2408;Michael Scammell (born 1935) is an English author biographer and translator of Slavic literature.;2;Artist
2409;From the Vaults is a compilation album by the Scottish hard rock band Nazareth released in 1993;11;Album
2410;Yovovtsi is a village in the municipality of Tryavna in Gabrovo Province in northern central Bulgaria.;8;Village
2411;Anischnopteris is a genus of moth in the family Geometridae.;9;Animal
2412;HMS Fidelity (D57) was a Special Service Vessel of the British Royal Navy during World War II originally the French merchant vessel La Rhin.;5;MeanOfTransportation
2413;Terribly Stuck Up is a 1915 American short comedy film featuring Harold Lloyd.;12;Film
2414;Queen of Demons (1998) is a fantasy novel in the series Lord of the Isles by author David Drake.;13;WrittenWork
2415;Kermia chichijimana is a species of sea snail a marine gastropod mollusk in the family Raphitomidae.;9;Animal
2416;Crime Zone (Calles Peligrossas in Peru) is a 1989 American-Peruvian dystopian science fiction film directed by Luis Llosa written by Daryl Haney and starring David Carradine Peter Nelson Sherilyn Fenn and Michael Shaner.;12;Film
2417;Parakakalakottai is a village in the Pattukkottai taluk of Thanjavur district Tamil Nadu India.;8;Village
2418;Tijane Freitas Reis (born 28 June 1991) is an Portuguese-Guinea-Bissauan footballer who plays for Swindon Town as a left winger.;3;Athlete
2419;Grevillea molyneuxii is a shrub which is endemic to New South Wales in Australia.;10;Plant
2420;The Laws of Jazz is the debut album by jazz flautist Hubert Laws released on the Atlantic label in 1964.;11;Album
2421;Major James Brooks Jones (born July 9 1953) is a retired American professional basketball player who played in the NBA and other leagues.;3;Athlete
2422;Romone Alexander Aldolphus Rose (born 19 January 1990) is an English footballer who plays for Eastleigh.;3;Athlete
2423;In taxonomy Platymonas is a genus of algae specifically of the Prasinophyceae (prasinophytes).;10;Plant
2424;Blanchard Valley Health System or (BVHS) is a non-profit integrated regional health system based in Findlay a unique micropolitan community in the northwestern part of the U.S. state of Ohio.;6;Building
2425;The Borel Torpille (French: Torpedo) was a French single-engine single-seat aircraft built in 1913.;5;MeanOfTransportation
2426;The Fairchild Swearingen Metroliner or the Fairchild Aerospace Metro is a 19-seat pressurised twin-turboprop airliner first produced by Swearingen Aircraft and later by Fairchild at a plant in San Antonio Texas United States.;5;MeanOfTransportation
2427;The 1460 class was a class of diesel locomotives built by Clyde Engineering Eagle Farm for Queensland Railways between 1964 and 1966.;5;MeanOfTransportation
2428;The Navigator is an album by American jazz drummer Andrew Cyrille recorded in 1982 for the Italian Soul Note label.;11;Album
2429;Synneurodes is a genus of moth in the family Geometridae.;9;Animal
2430;Claudio Scajola (born 15 January 1948 in Imperia) is an Italian politician.;4;OfficeHolder
2431;Infinite Keys is the second album from Ester Drang and their first for Jade Tree.;11;Album
2432;The Daiichi Kosho Whisper is a Japanese paramotor that was designed and produced by the Daiichi Kosho Company for powered paragliding.;5;MeanOfTransportation
2433;Cooperconcha centralis is a species of air-breathing land snail a pulmonate gastropod mollusk in the family Camaenidae.;9;Animal
2434;The National Council for the Training of Journalists (NCTJ) was founded in 1951 as an organisation to oversee the training of journalists for the newspaper industry in the United Kingdom and is now playing a role in the wider media.;1;EducationalInstitution
2435;Father and Son Lake is a lake located on Vancouver Island at the head of Franklin River.;7;NaturalPlace
2436;Falling in Love Again is the fourth solo album by David Gates of Bread.;11;Album
2437;Picoliva ryalli is a species of sea snail a marine gastropod mollusk in the family Volutidae the volutes.;9;Animal
2438;Colin Evans (born 1964) is a Trade Diplomat.;4;OfficeHolder
2439;Spilotantha is a genus proposed by Carlyle Luer however the genus lacks a clear synapomorphy and it is equivalent to Masdevallia subgenus Amanda section Amandae.;10;Plant
2440;Thyridolepis is a genus of grass in the Poaceae family.;10;Plant
2441;The Silver River is a river of Grenada.;7;NaturalPlace
2442;HMS Vittoria was a British destroyer of the Admiralty V-class.;5;MeanOfTransportation
2443;Kurukshetra is the third album of Rudra released in 2003.;11;Album
2444;Theophilus Musa London (born February 23 1987) is a Trinidadian-born American rapper from Brooklyn New York City.;2;Artist
2445;Gail Tremblay (born 1945) is a Mi'kmaq and Onondaga writer and artist.;2;Artist
2446;Nucella dubia common name the common dogwhelk is a species of sea snail a marine gastropod mollusk in the family Muricidae the murex snails or rock snails.;9;Animal
2447;St Margaret's School is an independent non-denominational day school with a co-educational primary school to Year 4 and for girls from Year 5 to Year 12.;1;EducationalInstitution
2448;Mogilev State A.Kuleshov University is a large regional educational and scientific centre situated in Mogilev city Belarus.;1;EducationalInstitution
2449;Oscarre Vicich first name also spelled Oscar (June 26 1922 in Rijeka - February 17 1994) is a retired Italian professional football player.;3;Athlete
2450;Grammatophyllum speciosum also called giant orchid tiger orchid sugar cane orchid or queen of the orchids is the world's largest orchid.;10;Plant
2451;Pelecyodon is an extinct genus of ground sloth from the late Oligocene of South America.;9;Animal
2452;The island pipe snake Cylindrophis opisthorhodus is a species of snake in the Cylindrophiidae family endemic to Indonesia.;9;Animal
2453;The Waco E series is a small family of American-built cabin biplanes built between 1939 and 1942 which differed primarily by engine installation.;5;MeanOfTransportation
2454;Transzap is an Epayables accounts payable automation business intelligence software and information technology services company located in Denver Colorado.;0;Company
2455;Asier Illarramendi Andonegi (born 8 March 1990) is a Spanish professional footballer who plays for Real Madrid as a defensive midfielder.;3;Athlete
2456;Jazz is my Native Language: A Portrait of Toshiko Akiyoshi is a documentary film by Renee Cho about the jazz pianist composer arranger and big band leader Toshiko Akiyoshi.;12;Film
2457;Lannertbach is a river of North Rhine-Westphalia Germany.;7;NaturalPlace
2458;Andres Castillo was the second Governor of the Bangko Sentral ng Pilipinas from 1961 to 1967.;4;OfficeHolder
2459;St Matthew's Church Normanton-on-Trent is a Grade II* listed parish church in the Church of England in Normanton on Trent.;6;Building
2460;Adriano Bonaiuti (born May 7 1967 in Rome) is an Italian professional football coach and a former player.;3;Athlete
2461;The Normandie Apartments are a historic building located at 1102 Park Avenue in the Near South Side neighborhood of Omaha Nebraska USA.It was designed by architect Frederick A. Henninger.;6;Building
2462;Parupeneus barberinus the dash-and-dot goatfish is a species of goatfish native to the Indian and Pacific oceans.;9;Animal
2463;Dianne Warren (born August 28 1950 in Ottawa Ontario) is a Canadian novelist dramatist and short story writer who lives in Regina Saskatchewan.;2;Artist
2464;The Leaning Tower of Pizza was a proposed 30-story slanted skyscraper that would have housed Domino's Pizza's operations at its Domino's Farms campus near Ann Arbor Michigan.;6;Building
2465;African Cookbook is an album by Randy Weston's African Rhythms recorded in 1969 in Paris and originally released on the French Polydor label.;11;Album
2466;The Nazmiyal Collection based in New York City is a company that buys and sells antique and decorative carpets and textiles and also repairs and restores.;0;Company
2467;SM U-138 was one of the 329 submarines serving in the Imperial German Navy in World War I. U-138 was engaged in the naval warfare and took part in the First Battle of the Atlantic.;5;MeanOfTransportation
2468;Carex specifica is a species of sedge known by the common name narrowfruit sedge.;10;Plant
2469;Fusus chonoticus is a species of sea snail a marine gastropod mollusk in the family Fasciolariidae the spindle snails the tulip snails and their allies.;9;Animal
2470;Calliotropis glypta is a species of sea snail a marine gastropod mollusk in the family Calliotropidae.;9;Animal
2471;State to State is an album by electronic music group 808 State which was released in 1994 exclusively through StateToState the 808 State Fan Club.;11;Album
2472;Sharara is a 1984 Hindi-language Indian film directed by S.V. Rajendra Singh starring Raaj Kumar Shatrughan Sinha Mithun Chakraborty Hema Malini Shakti Kapoor Ranjeet Kader Khan and Vijayendra Ghatge;12;Film
2473;Bulbophyllum ferkoanum is a species of orchid in the genus Bulbophyllum.;10;Plant
